#string_protein_id	preferred_name	protein_size	annotation
1347342.BN863_4960	BN863_4960	223	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol
1347342.BN863_4970	nqrF	438	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF, which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway. 
1347342.BN863_4980	BN863_4980	484	Belongs to the membrane-bound acyltransferase family. 
1347342.BN863_4990	BN863_4990	314	annotation not available
1347342.BN863_50	BN863_50	744	annotation not available
1347342.BN863_500	BN863_500	196	annotation not available
1347342.BN863_5000	BN863_5000	150	annotation not available
1347342.BN863_5010	BN863_5010	125	annotation not available
1347342.BN863_5020	apbE	327	Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein. 
1347342.BN863_5030	BN863_5030	123	annotation not available
1347342.BN863_5040	BN863_5040	232	annotation not available
1347342.BN863_5050	BN863_5050	272	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed
1347342.BN863_5060	BN863_5060	138	annotation not available
1347342.BN863_5070	gpmI	506	Catalyzes the interconversion of 2-phosphoglycerate and 3- phosphoglycerate
1347342.BN863_5080	BN863_5080	176	annotation not available
1347342.BN863_5090	BN863_5090	131	annotation not available
1347342.BN863_510	BN863_510	140	annotation not available
1347342.BN863_5100	BN863_5100	259	annotation not available
1347342.BN863_5110	BN863_5110	364	Belongs to the GTP cyclohydrolase I type 2/NIF3 family. 
1347342.BN863_5120	lpxK	335	Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1-P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA). 
1347342.BN863_5130	BN863_5130	742	annotation not available
1347342.BN863_5140	BN863_5140	331	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
1347342.BN863_5150	lipA	292	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives
1347342.BN863_5160	BN863_5160	182	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_5170	BN863_5170	370	annotation not available
1347342.BN863_5180	BN863_5180	67	annotation not available
1347342.BN863_5190	BN863_5190	267	annotation not available
1347342.BN863_520	BN863_520	562	annotation not available
1347342.BN863_5200	BN863_5200	177	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_5210	BN863_5210	337	Cell wall formation
1347342.BN863_5220	BN863_5220	386	annotation not available
1347342.BN863_5230	BN863_5230	428	annotation not available
1347342.BN863_5240	BN863_5240	682	annotation not available
1347342.BN863_5250	BN863_5250	128	annotation not available
1347342.BN863_5260	valS	878	Catalyzes the attachment of valine to tRNA(Val). As ValRS can inadvertently accommodate and process structurally similar amino acids such as threonine, to avoid such errors, it has a 'posttransfer' editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA- dependent manner
1347342.BN863_5270	BN863_5270	365	annotation not available
1347342.BN863_5280	BN863_5280	283	annotation not available
1347342.BN863_5290	BN863_5290	175	annotation not available
1347342.BN863_530	BN863_530	119	annotation not available
1347342.BN863_5300	BN863_5300	352	annotation not available
1347342.BN863_5310	BN863_5310	927	Belongs to the GcvP family. 
1347342.BN863_5320	BN863_5320	278	annotation not available
1347342.BN863_5330	BN863_5330	42	annotation not available
1347342.BN863_5340	BN863_5340	184	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_5350	BN863_5350	676	annotation not available
1347342.BN863_5360	purE	159	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)
1347342.BN863_5370	purK	384	Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR)
1347342.BN863_5380	adk	369	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism
1347342.BN863_5390	obg	332	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control. 
1347342.BN863_540	BN863_540	422	annotation not available
1347342.BN863_5400	BN863_5400	2034	annotation not available
1347342.BN863_5410	BN863_5410	248	annotation not available
1347342.BN863_5420	BN863_5420	451	annotation not available
1347342.BN863_5430	BN863_5430	866	annotation not available
1347342.BN863_5440	BN863_5440	181	annotation not available
1347342.BN863_5450	BN863_5450	150	annotation not available
1347342.BN863_5460	BN863_5460	232	Belongs to the UPF0758 family. 
1347342.BN863_5470	BN863_5470	434	annotation not available
1347342.BN863_5480	BN863_5480	228	annotation not available
1347342.BN863_5490	BN863_5490	263	annotation not available
1347342.BN863_550	BN863_550	254	annotation not available
1347342.BN863_5500	BN863_5500	425	annotation not available
1347342.BN863_5510	BN863_5510	253	annotation not available
1347342.BN863_5520	BN863_5520	244	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. 
1347342.BN863_5530	BN863_5530	474	annotation not available
1347342.BN863_5540	BN863_5540	1064	annotation not available
1347342.BN863_5550	BN863_5550	475	annotation not available
1347342.BN863_5560	BN863_5560	1046	annotation not available
1347342.BN863_5570	BN863_5570	542	annotation not available
1347342.BN863_5580	rpsL	124	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit
1347342.BN863_5590	rpsG	158	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA
1347342.BN863_560	BN863_560	150	annotation not available
1347342.BN863_5600	fusA	708	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
1347342.BN863_5610	rpsJ	101	Involved in the binding of tRNA to the ribosomes. 
1347342.BN863_5620	rplC	205	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit
1347342.BN863_5630	rplD	209	Forms part of the polypeptide exit tunnel. 
1347342.BN863_5640	rplW	96	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome
1347342.BN863_5650	rplB	275	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity; this is somewhat controversial. Makes several contacts with the 16S rRNA in the 70S ribosome. 
1347342.BN863_5660	BN863_5660	54	Belongs to the universal ribosomal protein uS19 family. 
1347342.BN863_5670	rplV	135	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome
1347342.BN863_5680	rpsC	239	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation
1347342.BN863_5690	rplP	139	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs
1347342.BN863_570	BN863_570	213	annotation not available
1347342.BN863_5700	rpmC	63	Belongs to the universal ribosomal protein uL29 family. 
1347342.BN863_5710	rpsQ	85	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA
1347342.BN863_5720	rplN	122	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome
1347342.BN863_5730	rplX	103	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit
1347342.BN863_5740	rplE	183	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits; this bridge is implicated in subunit movement. Contacts the P site tRNA; the 5S rRNA and some of its associated proteins might help stabilize positioning of ribosome-bound tRNAs
1347342.BN863_5750	rpsN	89	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site
1347342.BN863_5760	rpsH	132	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit
1347342.BN863_5770	rplF	180	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7/L12 stalk, and near the tRNA binding site of the peptidyltransferase center
1347342.BN863_5780	rplR	118	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance
1347342.BN863_5790	rpsE	174	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body. 
1347342.BN863_580	BN863_580	57	annotation not available
1347342.BN863_5800	rpmD	59	annotation not available
1347342.BN863_5810	rplO	150	Binds to the 23S rRNA
1347342.BN863_5820	secY	447	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently. 
1347342.BN863_5830	infA	71	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre-initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initiation complex. 
1347342.BN863_5840	rpsM	124	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites. 
1347342.BN863_5850	rpsK	130	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine- Dalgarno cleft in the 70S ribosome
1347342.BN863_5860	rpsD	201	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit. 
1347342.BN863_5870	rpoA	330	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. 
1347342.BN863_5880	rplQ	157	annotation not available
1347342.BN863_5890	carA	367	Belongs to the CarA family
1347342.BN863_590	BN863_590	441	annotation not available
1347342.BN863_5900	eno	429	Catalyzes the reversible conversion of 2-phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis
1347342.BN863_5910	BN863_5910	428	Belongs to the citrate synthase family. 
1347342.BN863_5920	BN863_5920	304	annotation not available
1347342.BN863_5930	BN863_5930	197	annotation not available
1347342.BN863_5940	BN863_5940	359	annotation not available
1347342.BN863_5950	BN863_5950	501	annotation not available
1347342.BN863_5960	BN863_5960	255	annotation not available
